Tweet text,Link Title,Tweet total length,Hashtags length,Author total tweets,Author quality tweets,Host total urls,Host quality urls,Source total urls,Source quality urls,Number of hashtags,Number of user mentions,Quality score,Is retweet?
ZBrush 4r7: Creating 3D Architectural Models Using ArrayMesh http://t.co/5ocqKyWddb,ZBrush 4r7: Creating 3D Architectural Models Using ArrayMesh,83,0,1,1,106,102,20,3,0,0,1,0
Another test with some different default textures. #spider #zbrush #keyshot #testrenders… http://t.co/j1YyFClRnU,Matthew Amey on Instagram: “Another test with some different default textures. #spider #zbrush #keyshot #testrenders #digitalsculpture #3dmodel #skull #spiderweb…”,112,36,3,0,63,0,59,0,4,0,-1,0
I liked a @YouTube video http://t.co/ooOaRNctPQ Zbrush Tutorial - How to make alphas from pictures for Zbrush,Zbrush Tutorial - How to make alphas from pictures for Zbrush,109,0,1,1,106,102,66,59,0,1,1,0
Learnin Zbrush madness | http://t.co/sWEdvCxKXg | #twitch #gamedev #conceptart #indiegame http://t.co/YnQEc6J9hT,Sinqnew,112,38,1,1,5,5,109,34,4,0,1,0
RT @Sinqnew3D: Learnin Zbrush madness | http://t.co/sWEdvCxKXg | #twitch #gamedev #conceptart #indiegame http://t.co/YnQEc6J9hT,Sinqnew,127,38,3,2,5,5,3,2,4,1,1,1
And theres still a long road ahead! - #work #modeling #Zbrush #animation #progress - http://t.co/5s0r23KTcy,,107,43,2,0,3,0,2,0,5,0,-1,0
RT @Sinqnew3D: Learnin Zbrush madness | http://t.co/sWEdvCxKXg | #twitch #gamedev #conceptart #indiegame http://t.co/YnQEc6J9hT,Sinqnew,127,38,10,1,5,5,109,34,4,1,1,1
RT @Sinqnew3D: Learnin Zbrush madness | http://t.co/sWEdvCxKXg | #twitch #gamedev #conceptart #indiegame http://t.co/YnQEc6J9hT,Sinqnew,127,38,1,1,5,5,109,34,4,1,1,1
RT @Sinqnew3D: Learnin Zbrush madness | http://t.co/sWEdvCxKXg | #twitch #gamedev #conceptart #indiegame http://t.co/YnQEc6J9hT,Sinqnew,127,38,1,1,5,5,1,1,4,1,1,1
RT @Sinqnew3D: Learnin Zbrush madness | http://t.co/sWEdvCxKXg | #twitch #gamedev #conceptart #indiegame http://t.co/YnQEc6J9hT,Sinqnew,127,38,2,1,5,5,2,1,4,1,1,1
ZBrush 4r7: Creating 3D Architectural Models Using ArrayMesh http://t.co/1dmFppOIDJ,ZBrush 4r7: Creating 3D Architectural Models Using ArrayMesh,83,0,1,1,106,102,29,6,0,0,1,0
Photo: 3dxcloud: #zbrush #digitalpainting #digitalart #illustration #illustrator #instadraw #instadrawing... http://t.co/qiVqeSdJyL,3D Printing world from rainy Seattle.,131,87,1,0,12,1,13,1,7,0,-1,0
RT @Sinqnew3D: Learnin Zbrush madness | http://t.co/sWEdvCxKXg | #twitch #gamedev #conceptart #indiegame http://t.co/YnQEc6J9hT,Sinqnew,127,38,5,2,5,5,5,2,4,1,1,1
making progress #zbrush #zbrushsculpt #3d #art #zelda #majorasmask #wip http://t.co/4X8g09rIjB,Manuel Andres on Instagram: “making progress #zbrush #zbrushsculpt #3d #art #zelda #majorasmask #wip”,94,54,1,0,63,0,59,0,7,0,-1,0
The Dollface #3d #head #sculpture #sculpting #arts #art #zbrush #cartoon #girl #female #stylish http://t.co/Q47Zrx180N,Arie Vianza on Instagram: “The Dollface #3d #head #sculpture #sculpting #arts #art #zbrush #cartoon #girl #female #stylish”,118,81,1,0,63,0,59,0,11,0,-1,0
I liked a @YouTube video http://t.co/7PEapGTTCX KeyShot Webinar 39: KeyShot for ZBrush part 1,KeyShot Webinar 39: KeyShot for ZBrush part 1,93,0,1,1,106,102,66,59,0,1,1,0
#keyshot #zbrush #mahoney #erotic #r#girl http://t.co/RQzmXp6BnG,John Mahoney on Instagram: “#keyshot #zbrush #mahoney #erotic #r#girl”,64,32,6,0,63,0,59,0,4,0,-1,0
My second love Zbrush 4r7... some practice. http://t.co/J0JEgLEB2l,Timeline Photos - Cristian Rodriguez | Facebook,66,0,1,0,23,1,29,6,0,0,-1,0
Relax – A Speed Sculpt with Zbrush http://t.co/2DUXPRdN9B #zbrushtutorial @avcgi360 http://t.co/8TEP5zF3Eu,Relax - A Speed Sculpt with Zbrush | AVCGI 360,106,14,11,11,6,6,109,34,1,1,1,0
@chtejeda | #3dprint | All day all night. I wish I could 3D print this! #zbrush #creature… http://t.co/q59m3WNHZV http://t.co/beFknWs0RN,Carlos Tejeda on Instagram: “All day all night. I wish I could 3D print this! #zbrush #creaturecreation #creature #modeling #3d #3dprinting”,136,25,1,0,63,0,58,51,3,1,-1,0
Relax – A Speed Sculpt with Zbrush http://t.co/ldpfqNgoFU #zbrushtutorial #animation http://t.co/I0WRxiHUN8,Relax - A Speed Sculpt with Zbrush | AVCGI 360,107,25,5,5,6,6,109,34,2,0,1,0
The Complete Orc Bust Sculpting Course with ZBrush http://t.co/eEGgnERTqK #course http://t.co/vqMki2mvUG,ZBrush Sculpting Tutorial: The Complete Orc Bust Sculpting - Udemy,104,6,13,0,1,0,13,0,1,0,-1,0
Relax - A Speed Sculpt with Zbrush | AVCGI 360 | @scoopit http://t.co/2FlQWMX0as,Relax - A Speed Sculpt with Zbrush | AVCGI 360 ...,80,0,11,11,3,3,3,3,0,1,1,0
RT @ActKamal: Relax – A Speed Sculpt with Zbrush http://t.co/2DUXPRdN9B #zbrushtutorial @avcgi360 http://t.co/8TEP5zF3Eu,Relax - A Speed Sculpt with Zbrush | AVCGI 360,120,14,5,5,6,6,109,34,1,2,1,1
RT @Best3dprint: @chtejeda | #3dprint | All day all night. I wish I could 3D print this! #zbrush #creature… http://t.co/q59m3WNHZV http://…,Carlos Tejeda on Instagram: “All day all night. I wish I could 3D print this! #zbrush #creaturecreation #creature #modeling #3d #3dprinting”,139,25,1,0,63,0,2,0,3,2,-1,1
RT @Best3dprint: @chtejeda | #3dprint | All day all night. I wish I could 3D print this! #zbrush #creature… http://t.co/q59m3WNHZV http://…,Carlos Tejeda on Instagram: “All day all night. I wish I could 3D print this! #zbrush #creaturecreation #creature #modeling #3d #3dprinting”,139,25,1,0,63,0,2,0,3,2,-1,1
Goodnight #zbrush #keyshot #wip #sculpting http://t.co/6gKRwW9wGb,Kristoffer Brady on Instagram: “Goodnight #zbrush #keyshot #wip #sculpting”,65,31,1,0,63,0,59,0,4,0,-1,0
KeyShot Webinar 39: KeyShot for ZBrush part 1 http://t.co/ATntp9Flhz http://t.co/g6EEZTuQfj,KeyShot Webinar 39: KeyShot for ZBrush part 1,91,0,1,1,106,102,29,6,0,0,1,0
KeyShot Webinar 39: KeyShot for ZBrush part 1 http://t.co/ATntp9Flhz http://t.co/g6EEZTuQfj,KeyShot Webinar 39: KeyShot for ZBrush part 1,91,0,1,1,2,1,29,6,0,0,1,0
ZBRUSH R7 SHORTCUT Aggiornati all’ultima versione gli shortcut (in 2 pagine) per ZBrush.... http://t.co/2mbthQiO7v,Timeline Photos - 3D Artist Italia | Facebook,114,0,1,0,23,1,29,6,0,0,-1,0
Pixologic Zbrush Tutorial – Base Mesh with DynaMesh (time-elapsed) http://t.co/KgmaKyBv0f,Pixologic Zbrush Tutorial – Base Mesh with DynaMesh (time-elapsed) – CG VILLA CG VILLA,89,0,1,1,2,2,23,5,0,0,1,0
Pixologic Zbrush Tutorial – Base Mesh with DynaMesh (time-elapsed) http://t.co/swVW7CdHBg,Pixologic Zbrush Tutorial – Base Mesh with DynaMesh (time-elapsed) – CG VILLA CG VILLA,89,0,8,3,2,2,23,5,0,0,1,0
My last work. #Zbrush #sculture #miniature http://t.co/tosR2r5sKR Want it #free? https://t.co/67ZiNMVyQU http://t.co/JRIkVtd0S8,JESSICA THUNDERHAWK,127,33,1,0,1,0,109,34,4,0,-1,0
My last work. #Zbrush #sculture #miniature http://t.co/tosR2r5sKR Want it #free? https://t.co/67ZiNMVyQU http://t.co/JRIkVtd0S8,Scale 75 - [EN] Hello everyone. Since the previous raffle... | Facebook,127,33,1,0,23,1,109,34,4,0,-1,0
RELEASED ZBRUSH R7 The anticipated release R7 has been finally released and available for download on... http://t.co/w04AgY0da3,Timeline Photos - Orange Animation Studios | Facebook,127,0,1,0,23,1,29,6,0,0,-1,0
RT @Digital_Tutors: Take a sneak peek into our upcoming course on Altering Body Weight in #ZBrush: https://t.co/1jfXhrr4WF,Sneak Peek: Altering Body Weight in ZBrush,122,6,1,0,4,2,24,5,1,1,-1,1
RT @DavidFBarruz: My last work. #Zbrush #sculture #miniature http://t.co/tosR2r5sKR Want it #free? https://t.co/67ZiNMVyQU http://t.co/JRI…,JESSICA THUNDERHAWK,139,33,7,0,1,0,9,2,4,1,-1,1
RT @DavidFBarruz: My last work. #Zbrush #sculture #miniature http://t.co/tosR2r5sKR Want it #free? https://t.co/67ZiNMVyQU http://t.co/JRI…,Scale 75 - [EN] Hello everyone. Since the previous raffle... | Facebook,139,33,7,0,23,1,9,2,4,1,-1,1
RT @UArtsy: Portrait of The Dark Knight by Shawn Wang http://t.co/zzQiGRDKdT #batman #zbrush #cinema4d #characterart http://t.co/irJ48jwkaQ,Portraits of The Dark Knight by Shawn Wang | Portrait | 3D | CGSocietylarrgrid-buttonrarrproject-thumbnail-commentsfooter-logo,139,38,7,0,1,0,9,2,4,1,-1,1
My answer to Which is better for 3D modelling: ZBrush or Cinema 4D? http://t.co/bgHqYt49lt,Frederic Converts answer to Which is better for 3D modelling: ZBrush or Cinema 4D? - Quora,90,0,1,0,1,0,1,0,0,0,-1,0
RT @DavidFBarruz: My last work. #Zbrush #sculture #miniature http://t.co/tosR2r5sKR Want it #free? https://t.co/67ZiNMVyQU http://t.co/JRI…,JESSICA THUNDERHAWK,139,33,1,0,1,0,109,34,4,1,-1,1
RT @DavidFBarruz: My last work. #Zbrush #sculture #miniature http://t.co/tosR2r5sKR Want it #free? https://t.co/67ZiNMVyQU http://t.co/JRI…,Scale 75 - [EN] Hello everyone. Since the previous raffle... | Facebook,139,33,1,0,23,1,109,34,4,1,-1,1
RT @DavidFBarruz: My last work. #Zbrush #sculture #miniature http://t.co/tosR2r5sKR Want it #free? https://t.co/67ZiNMVyQU http://t.co/JRI…,JESSICA THUNDERHAWK,139,33,1,0,1,0,109,34,4,1,-1,1
RT @DavidFBarruz: My last work. #Zbrush #sculture #miniature http://t.co/tosR2r5sKR Want it #free? https://t.co/67ZiNMVyQU http://t.co/JRI…,Scale 75 - [EN] Hello everyone. Since the previous raffle... | Facebook,139,33,1,0,23,1,109,34,4,1,-1,1
RT @Evargh: Taaa daaaa! #zbrush ----&gt; #3Dprint for @MyMiniFactory #ChineseNewYear collection. http://t.co/7UoTutpyhk http://t.co/lfUAP0pMFu,Download Chinese New Year - San Yang Kai Tai Ornament by Evavooo - MyMiniFactory.com,142,31,1,0,1,0,10,0,3,2,-1,1
The Complete Orc Bust Sculpting Course with ZBrush http://t.co/eEGgnERTqK #course http://t.co/keOkSYl6vW,ZBrush Sculpting Tutorial: The Complete Orc Bust Sculpting - Udemy,104,6,13,0,1,0,13,0,1,0,-1,0
Hard Surface In Zbrush Part 01 http://t.co/MnsP0p9GQm,G_ZBRUSH_WORLD,53,0,7,6,10,6,9,6,0,0,1,0
fastest way to work in zbrush http://t.co/gmvoWvtAL2,Pixologic Zbrush Tutorial - Assigning a Brush to a Hotkey,52,0,1,1,106,102,23,5,0,0,1,0
Altering Body Weight in ZBrush - http://t.co/6EqoyITPaq http://t.co/zOdgVK3pRb,Altering Body Weight in ZBrush | Warezer | The best fresh warez,78,0,1,0,1,0,1,0,0,0,-1,0
RT @DavidFBarruz: My last work. #Zbrush #sculture #miniature http://t.co/tosR2r5sKR Want it #free? https://t.co/67ZiNMVyQU http://t.co/JRI…,JESSICA THUNDERHAWK,139,33,1,0,1,0,109,34,4,1,-1,1
RT @DavidFBarruz: My last work. #Zbrush #sculture #miniature http://t.co/tosR2r5sKR Want it #free? https://t.co/67ZiNMVyQU http://t.co/JRI…,Scale 75 - [EN] Hello everyone. Since the previous raffle... | Facebook,139,33,1,0,23,1,109,34,4,1,-1,1
ZBRUSH - INTRODUCTION OF MICROMESH (DETAIL) DOWNLOAD BOTH LINKS---(PLEASE DONT FORGET TO LIKESUBSCRIBE AND... http://t.co/TuLEdR1zQB,ZBRUSH-INTRODUCTION OF MICROMESH IN ZBRUSH (DETAIL),132,0,1,1,106,102,29,6,0,0,1,0
